timestamp,match_url,goal_scorer
2026-06-15 08:45:48,https://www.fotmob.com/es-419/matches/usa-vs-paraguay/1hr85j#4667771,Bobadilla
2026-06-15 08:45:48,https://www.fotmob.com/es-419/matches/usa-vs-paraguay/1hr85j#4667771,Balogun
2026-06-15 08:45:48,https://www.fotmob.com/es-419/matches/usa-vs-paraguay/1hr85j#4667771,Reyna
